date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:03:58	108738/108738	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2013%20Jun%202018%2017:10:12%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/glyphicons/fonts/glyphicons-halflings-regular.svg	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/glyphicons/fonts/glyphicons-halflings-regular.svg	(from https://spruko.com/demo/sash/sash/assets/iconfonts/glyphicons/glyphicon.css)
21:03:59	57276/57276	---M--	200	added ('OK')	font/woff	date:Wed,%2013%20Jun%202018%2017:10:12%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/ionicons/fonts/ionicons.woff?v=1.5.0	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/ionicons/fonts/ioniconsaa26.woff	(from https://spruko.com/demo/sash/sash/assets/iconfonts/ionicons/ionicons.css)
21:04:01	55820/55820	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2024%20May%202015%2013:00:30%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/linearicons/fonts/Linearicons-Free.eot?w118d	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/linearicons/fonts/Linearicons-Free54e9.eot	(from https://spruko.com/demo/sash/sash/assets/iconfonts/linearicons/Linearicons.css)
21:04:01	101984/101984	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2013%20Jun%202018%2017:10:12%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/ionicons/fonts/ionicons.eot?v=1.5.0	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/ionicons/fonts/ioniconsaa26.eot	(from https://spruko.com/demo/sash/sash/assets/iconfonts/ionicons/ionicons.css)
21:04:02	55820/55820	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2024%20May%202015%2013:00:30%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/linearicons/fonts/Linearicons-Free.eot?	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/linearicons/fonts/Linearicons-Freed41d.eot	(from https://spruko.com/demo/sash/sash/assets/iconfonts/linearicons/Linearicons.css)
21:04:03	21780/21780	---M--	200	added ('OK')	font/woff2	date:Sun,%2024%20May%202015%2013:00:36%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/linearicons/fonts/Linearicons-Free.woff2?w118d	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/linearicons/fonts/Linearicons-Free54e9.woff2	(from https://spruko.com/demo/sash/sash/assets/iconfonts/linearicons/Linearicons.css)
21:04:03	286345/286345	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2013%20Jun%202018%2017:10:12%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/ionicons/fonts/ionicons.svg?v=1.5.0	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/ionicons/fonts/ioniconsaa26.svg	(from https://spruko.com/demo/sash/sash/assets/iconfonts/ionicons/ionicons.css)
21:04:04	55696/55696	---M--	200	added ('OK')	font/woff	date:Sun,%2024%20May%202015%2013:00:30%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/linearicons/fonts/Linearicons-Free.woff?w118d	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/linearicons/fonts/Linearicons-Free54e9.woff	(from https://spruko.com/demo/sash/sash/assets/iconfonts/linearicons/Linearicons.css)
21:04:04	55620/55620	---M--	200	added ('OK')	font/ttf	date:Sun,%2024%20May%202015%2013:00:30%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/linearicons/fonts/Linearicons-Free.ttf?w118d	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/linearicons/fonts/Linearicons-Free54e9.ttf	(from https://spruko.com/demo/sash/sash/assets/iconfonts/linearicons/Linearicons.css)
21:04:06	164548/164548	---M--	200	added ('OK')	font/ttf	date:Wed,%2013%20Jun%202018%2017:10:12%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/ionicons/fonts/ionicons.ttf?v=1.5.0	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/ionicons/fonts/ioniconsaa26.ttf	(from https://spruko.com/demo/sash/sash/assets/iconfonts/ionicons/ionicons.css)
21:04:09	292776/292776	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2013%20Jun%202018%2001:36:50%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/fonts/materialdesignicons-webfont.eot?v=2.0.46	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/fonts/materialdesignicons-webfontdf71.eot	(from https://spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/materialdesignicons.css)
21:04:09	292776/292776	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2013%20Jun%202018%2001:36:50%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/fonts/materialdesignicons-webfont.eot?	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/fonts/materialdesignicons-webfontd41d.eot	(from https://spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/materialdesignicons.css)
21:04:09	109248/109248	---M--	200	added ('OK')	font/woff2	date:Wed,%2013%20Jun%202018%2001:36:50%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/fonts/materialdesignicons-webfont.woff2?v=2.0.46	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/fonts/materialdesignicons-webfontdf71.woff2	(from https://spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/materialdesignicons.css)
21:04:09	205847/205847	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2024%20May%202015%2013:00:30%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/linearicons/fonts/Linearicons-Free.svg?w118d	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/linearicons/fonts/Linearicons-Free54e9.svg	(from https://spruko.com/demo/sash/sash/assets/iconfonts/linearicons/Linearicons.css)
21:04:11	144072/144072	---M--	200	added ('OK')	font/woff	date:Wed,%2013%20Jun%202018%2001:36:50%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/fonts/materialdesignicons-webfont.woff?v=2.0.46	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/fonts/materialdesignicons-webfontdf71.woff	(from https://spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/materialdesignicons.css)
21:04:12	292556/292556	---M--	200	added ('OK')	font/ttf	date:Wed,%2013%20Jun%202018%2001:36:50%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/fonts/materialdesignicons-webfont.ttf?v=2.0.46	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/fonts/materialdesignicons-webfontdf71.ttf	(from https://spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/materialdesignicons.css)
21:04:13	50312/50312	---M--	200	added ('OK')	font/woff	date:Wed,%2013%20Jun%202018%2017:10:12%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/fonts/Material-Design-Iconic-Font.woff?v=2.2.0	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/fonts/Material-Design-Iconic-Fontd1f1.woff	(from https://spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/materialdesignicons.css)
21:04:13	38384/38384	---M--	200	added ('OK')	font/woff2	date:Wed,%2013%20Jun%202018%2017:10:12%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/fonts/Material-Design-Iconic-Font.woff2?v=2.2.0	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/fonts/Material-Design-Iconic-Fontd1f1.woff2	(from https://spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/materialdesignicons.css)
21:04:13	99212/99212	---M--	200	added ('OK')	font/ttf	date:Wed,%2013%20Jun%202018%2017:10:12%20GMT	https://spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/fonts/Material-Design-Iconic-Font.ttf?v=2.2.0	C:/Users/ibrah/Desktop/Dashboard/spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/fonts/Material-Design-Iconic-Fontd1f1.ttf	(from https://spruko.com/demo/sash/sash/assets/iconfonts/materialdesignicons/materialdesignicons.css)
